player_id,full_name,position,legend_score,source_tier,is_manually_curated,curation_tier,justification
00-0037823,Christian Harris,LB,35.73,2,False,,Algorithmic scoring
00-0007321,James Harrison,LB,71.1,2,False,,Algorithmic scoring
00-0036280,Malik Harrison,LB,30.51,2,False,,Algorithmic scoring
00-0033532,Josh Harvey-Clemons,LB,23.03,2,False,,Algorithmic scoring
00-0034382,Marquis Haynes,LB,24.81,2,False,,Algorithmic scoring
00-0032201,Ben Heeney,LB,18.45,2,False,,Algorithmic scoring
00-0038553,Daiyan Henley,LB,27.14,2,False,,Algorithmic scoring
00-0032129,Jordan Hicks,LB,48.81,2,False,,Algorithmic scoring
00-0036333,Alex Highsmith,LB,43.92,2,False,,Algorithmic scoring
00-0029669,Dont'a Hightower,LB,59.63,2,False,,Algorithmic scoring
00-0031348,Anthony Hitchens,LB,35.88,2,False,,Algorithmic scoring
00-0030385,Gerald Hodges,LB,33.82,2,False,,Algorithmic scoring
00-0035286,Cole Holcomb,LB,39.73,2,False,,Algorithmic scoring
00-0035591,Justin Hollins,LB,37.68,2,False,,Algorithmic scoring
00-0028008,Justin Houston,LB,77.19,2,False,,Algorithmic scoring
00-0034812,Travin Howard,LB,16.67,2,False,,Algorithmic scoring
00-0036343,Khaleke Hudson,LB,17.61,2,False,,Algorithmic scoring
00-0029193,Bruce Irvin,LB,55.94,2,False,,Algorithmic scoring
00-0034372,Joel Iyiegbuniwe,LB,15.44,2,False,,Algorithmic scoring
00-0032968,Myles Jack,LB,50.81,2,False,,Algorithmic scoring
00-0037271,D'Marco Jackson,LB,12.79,2,False,,Algorithmic scoring
00-0034428,Leon Jacobs,LB,27.57,2,False,,Algorithmic scoring
00-0034835,Malik Jefferson,LB,20.73,2,False,,Algorithmic scoring
00-0036193,Anfernee Jennings,LB,38.42,2,False,,Algorithmic scoring
00-0034368,Josey Jewell,LB,39.26,2,False,,Algorithmic scoring
00-0029310,Cam Johnson,LB,25.64,2,False,,Algorithmic scoring
00-0035306,Darryl Johnson,LB,27.43,2,False,,Algorithmic scoring
00-0023449,Derrick Johnson,LB,76.29,2,False,,Algorithmic scoring
00-0036870,Buddy Johnson,LB,16.6,2,False,,Algorithmic scoring
00-0037663,Jermaine Johnson II,LB,46.5,2,False,,Algorithmic scoring
00-0037084,Kyron Johnson,LB,12.48,2,False,,Algorithmic scoring
00-0036922,Patrick Johnson,LB,18.26,2,False,,Algorithmic scoring
00-0036432,Clay Johnston,LB,12.87,2,False,,Algorithmic scoring
00-0032388,Deion Jones,LB,51.96,2,False,,Algorithmic scoring
00-0035678,Dre'Mont Jones,LB,40.26,2,False,,Algorithmic scoring
00-0036994,Ernest Jones,LB,39.4,2,False,,Algorithmic scoring
00-0037007,Patrick Jones II,LB,30.22,2,False,,Algorithmic scoring
00-0032415,Matthew Judon,LB,56.34,2,False,,Algorithmic scoring
00-0034421,Peter Kalambayi,LB,20.0,2,False,,Algorithmic scoring
00-0036341,Khalid Kareem,LB,25.55,2,False,,Algorithmic scoring
00-0031554,Eric Kendricks,LB,68.03,2,False,,Algorithmic scoring
00-0029409,Mychal Kendricks,LB,51.92,2,False,,Algorithmic scoring
00-0031241,Devon Kennard,LB,42.8,2,False,,Algorithmic scoring
00-0034825,Arden Key,LB,38.52,2,False,,Algorithmic scoring
00-0032056,Hau'oli Kikaha,LB,28.05,2,False,,Algorithmic scoring
00-0031361,Christian Kirksey,LB,44.03,2,False,,Algorithmic scoring
00-0034806,Micah Kiser,LB,17.83,2,False,,Algorithmic scoring
00-0030463,A.J. Klein,LB,43.06,2,False,,Algorithmic scoring
00-0029248,Luke Kuechly,LB,75.54,2,False,,Algorithmic scoring
00-0034828,Harold Landry III,LB,56.97,2,False,,Algorithmic scoring
00-0034813,Justin Lawler,LB,21.76,2,False,,Algorithmic scoring
00-0033147,Darron Lee,LB,39.92,2,False,,Algorithmic scoring
00-0033973,Elijah Lee,LB,21.82,2,False,,Algorithmic scoring
00-0033956,Marquel Lee,LB,21.27,2,False,,Algorithmic scoring
00-0027663,Sean Lee,LB,65.76,2,False,,Algorithmic scoring
00-0034846,Shaquille Leonard,LB,65.4,2,False,,Algorithmic scoring
00-0036419,Terrell Lewis,LB,36.47,2,False,,Algorithmic scoring
00-0037244,Devin Lloyd,LB,37.66,2,False,,Algorithmic scoring
00-0035292,David Long Jr.,LB,31.24,2,False,,Algorithmic scoring
00-0037330,Jesse Luketa,LB,19.98,2,False,,Algorithmic scoring
00-0030993,Aaron Lynch,LB,41.09,2,False,,Algorithmic scoring
00-0031040,Khalil Mack,LB,79.42,2,False,,Algorithmic scoring
00-0038133,Boye Mafe,LB,44.66,2,False,,Algorithmic scoring
00-0037808,DeAngelo Malone,LB,24.72,2,False,,Algorithmic scoring
00-0039054,Marte Mapu,LB,25.71,2,False,,Algorithmic scoring
00-0031175,Cassius Marsh,LB,33.58,2,False,,Algorithmic scoring
00-0029620,Brandon Marshall,LB,36.73,2,False,,Algorithmic scoring
00-0036270,Kamal Martin,LB,20.9,2,False,,Algorithmic scoring
00-0031050,Kareem Martin,LB,37.15,2,False,,Algorithmic scoring
00-0032408,Blake Martinez,LB,41.56,2,False,,Algorithmic scoring
00-0032366,Tyler Matakevich,LB,16.03,2,False,,Algorithmic scoring
00-0027002,Clay Matthews,LB,76.61,2,False,,Algorithmic scoring
00-0031564,Lorenzo Mauldin,LB,27.2,2,False,,Algorithmic scoring
00-0031596,David Mayo,LB,33.81,2,False,,Algorithmic scoring
00-0036658,Isaiah McDuffie,LB,24.44,2,False,,Algorithmic scoring
00-0037259,Micah McFadden,LB,35.18,2,False,,Algorithmic scoring
00-0036644,Cameron McGrone,LB,13.89,2,False,,Algorithmic scoring
00-0031553,Benardrick McKinney,LB,58.59,2,False,,Algorithmic scoring
00-0033461,Raekwon McMillan,LB,32.96,2,False,,Algorithmic scoring
00-0028103,Pernell McPhee,LB,40.68,2,False,,Algorithmic scoring
00-0030387,Steven Means,LB,35.06,2,False,,Algorithmic scoring
00-0033571,Matt Milano,LB,54.99,2,False,,Algorithmic scoring
00-0027940,Von Miller,LB,78.87,2,False,,Algorithmic scoring
00-0030382,Kevin Minter,LB,33.44,2,False,,Algorithmic scoring
00-0027868,Derrick Morgan,LB,46.12,2,False,,Algorithmic scoring
00-0032406,Antonio Morrison,LB,25.66,2,False,,Algorithmic scoring
00-0031296,C.J. Mosley,LB,57.36,2,False,,Algorithmic scoring
00-0037811,Chad Muma,LB,26.92,2,False,,Algorithmic scoring
00-0036441,"Kenneth Murray, Jr.",LB,49.19,2,False,,Algorithmic scoring
00-0036368,Tanner Muse,LB,16.61,2,False,,Algorithmic scoring
00-0036503,Hamsah Nasirildeen,LB,10.98,2,False,,Algorithmic scoring
00-0033129,Carl Nassib,LB,42.12,2,False,,Algorithmic scoring
00-0035254,Anthony Nelson,LB,37.35,2,False,,Algorithmic scoring
00-0031350,Corey Nelson,LB,19.9,2,False,,Algorithmic scoring
00-0034350,Uchenna Nwosu,LB,42.91,2,False,,Algorithmic scoring
00-0031961,Mark Nzeocha,LB,24.02,2,False,,Algorithmic scoring
00-0034781,Dorian O'Daniel,LB,15.47,2,False,,Algorithmic scoring
00-0030527,Alec Ogletree,LB,50.17,2,False,,Algorithmic scoring
00-0036949,Adetokunbo Ogundeji,LB,24.88,2,False,,Algorithmic scoring
00-0038142,David Ojabo,LB,29.46,2,False,,Algorithmic scoring
00-0036552,Azeez Ojulari,LB,31.45,2,False,,Algorithmic scoring
00-0039155,BJ Ojulari,LB,25.47,2,False,,Algorithmic scoring
00-0035687,Bobby Okereke,LB,43.37,2,False,,Algorithmic scoring
00-0034413,Foye Oluokun,LB,45.73,2,False,,Algorithmic scoring
00-0026989,Brian Orakpo,LB,64.42,2,False,,Algorithmic scoring
00-0036940,Odafe Oweh,LB,48.88,2,False,,Algorithmic scoring
00-0036915,Jeremiah Owusu-Koramoah,LB,47.19,2,False,,Algorithmic scoring
00-0030104,Nate Palmer,LB,27.5,2,False,,Algorithmic scoring
00-0038600,Owen Pappoe,LB,14.99,2,False,,Algorithmic scoring
00-0036932,Micah Parsons,LB,67.19,2,False,,Algorithmic scoring
00-0029408,Nick Perry,LB,50.98,2,False,,Algorithmic scoring
00-0032103,Denzel Perryman,LB,48.32,2,False,,Algorithmic scoring
00-0036276,Jacob Phillips,LB,23.6,2,False,,Algorithmic scoring
00-0036934,Jaelan Phillips,LB,47.77,2,False,,Algorithmic scoring
00-0031308,Kevin Pierre-Louis,LB,31.89,2,False,,Algorithmic scoring
00-0027867,Jason Pierre-Paul,LB,75.44,2,False,,Algorithmic scoring
00-0035697,Germaine Pratt,LB,47.62,2,False,,Algorithmic scoring
00-0032171,Hayes Pullard,LB,16.32,2,False,,Algorithmic scoring
00-0036235,Shaquille Quarterman,LB,11.72,2,False,,Algorithmic scoring
00-0036323,Patrick Queen,LB,54.09,2,False,,Algorithmic scoring
00-0033058,Reggie Ragland,LB,35.54,2,False,,Algorithmic scoring
00-0032221,Shane Ray,LB,34.09,2,False,,Algorithmic scoring
00-0033875,Haason Reddick,LB,54.24,2,False,,Algorithmic scoring
00-0027980,Brooks Reed,LB,44.97,2,False,,Algorithmic scoring
00-0037000,Monty Rice,LB,17.47,2,False,,Algorithmic scoring
00-0033549,Duke Riley,LB,29.69,2,False,,Algorithmic scoring
00-0036426,Alton Robinson,LB,25.85,2,False,,Algorithmic scoring
00-0031624,Edmond Robinson,LB,18.41,2,False,,Algorithmic scoring
00-0037316,Mark Robinson,LB,17.27,2,False,,Algorithmic scoring
00-0036845,Quincy Roche,LB,22.0,2,False,,Algorithmic scoring
00-0036434,Chapelle Russell,LB,9.02,2,False,,Algorithmic scoring
00-0031578,Jake Ryan,LB,27.83,2,False,,Algorithmic scoring
00-0039003,Drew Sanders,LB,22.88,2,False,,Algorithmic scoring
00-0037751,Myjai Sanders,LB,24.25,2,False,,Algorithmic scoring
00-0033125,Joe Schobert,LB,49.72,2,False,,Algorithmic scoring
00-0038390,Noah Sewell,LB,13.79,2,False,,Algorithmic scoring
00-0031365,Ryan Shazier,LB,49.93,2,False,,Algorithmic scoring
00-0028006,Kelvin Sheppard,LB,39.72,2,False,,Algorithmic scoring
00-0036500,Jamien Sherwood,LB,23.64,2,False,,Algorithmic scoring
00-0036356,Isaiah Simmons,LB,51.32,2,False,,Algorithmic scoring
00-0030442,John Simon,LB,46.57,2,False,,Algorithmic scoring
00-0038504,Trenton Simpson,LB,28.34,2,False,,Algorithmic scoring
00-0034430,Andre Smith,LB,15.69,2,False,,Algorithmic scoring
00-0031264,Chris Smith,LB,29.91,2,False,,Algorithmic scoring
00-0033052,Jaylon Smith,LB,53.69,2,False,,Algorithmic scoring
00-0031371,Marcus Smith,LB,28.92,2,False,,Algorithmic scoring
00-0039013,Nolan Smith,LB,31.78,2,False,,Algorithmic scoring
00-0034874,Roquan Smith,LB,72.81,2,False,,Algorithmic scoring
00-0031309,Telvin Smith,LB,51.29,2,False,,Algorithmic scoring
00-0031945,Martrell Spaight,LB,19.1,2,False,,Algorithmic scoring
00-0037318,Baylon Spector,LB,17.03,2,False,,Algorithmic scoring
00-0036428,Justin Strnad,LB,20.35,2,False,,Algorithmic scoring
00-0029629,Nate Stupar,LB,26.59,2,False,,Algorithmic scoring
00-0022161,Terrell Suggs,LB,76.36,2,False,,Algorithmic scoring
00-0034999,Ty Summers,LB,21.15,2,False,,Algorithmic scoring
00-0037003,Chazz Surratt,LB,15.18,2,False,,Algorithmic scoring
00-0034381,Josh Sweat,LB,59.58,2,False,,Algorithmic scoring
00-0035646,Sione Takitaki,LB,37.45,2,False,,Algorithmic scoring
00-0035240,Jahlani Tavai,LB,47.01,2,False,,Algorithmic scoring
00-0036393,Davion Taylor,LB,17.45,2,False,,Algorithmic scoring
00-0030278,Manti Te'o,LB,33.3,2,False,,Algorithmic scoring
00-0037611,Kayvon Thibodeaux,LB,43.74,2,False,,Algorithmic scoring
00-0034420,Jordan Thomas,LB,18.83,2,False,,Algorithmic scoring
00-0037813,Channing Tindall,LB,19.86,2,False,,Algorithmic scoring
00-0038599,Henry To'oTo'o,LB,24.71,2,False,,Algorithmic scoring
00-0029289,Korey Toomer,LB,28.63,2,False,,Algorithmic scoring
00-0035262,Drue Tranquill,LB,42.7,2,False,,Algorithmic scoring
00-0029577,Danny Trevathan,LB,38.89,2,False,,Algorithmic scoring
00-0039111,Tuli Tuipulotu,LB,39.66,2,False,,Algorithmic scoring
00-0036440,Derrek Tuszka,LB,18.81,2,False,,Algorithmic scoring
00-0036159,Joshua Uche,LB,31.68,2,False,,Algorithmic scoring
00-0033580,Tanner Vallejo,LB,18.43,2,False,,Algorithmic scoring
00-0034674,Leighton Vander Esch,LB,56.83,2,False,,Algorithmic scoring
00-0032892,Nick Vigil,LB,36.87,2,False,,Algorithmic scoring
00-0029255,Bobby Wagner,LB,74.63,2,False,,Algorithmic scoring
00-0026307,Erik Walden,LB,48.18,2,False,,Algorithmic scoring
00-0033570,Anthony Walker,LB,36.9,2,False,,Algorithmic scoring
00-0037074,Quay Walker,LB,43.64,2,False,,Algorithmic scoring
00-0032809,Joe Walker,LB,21.12,2,False,,Algorithmic scoring
00-0036300,Mykal Walker,LB,30.51,2,False,,Algorithmic scoring
00-0036844,Garret Wallow,LB,14.08,2,False,,Algorithmic scoring
00-0033046,Jihad Ward,LB,37.01,2,False,,Algorithmic scoring
00-0034815,Fred Warner,LB,68.7,2,False,,Algorithmic scoring
00-0027812,Dekoda Watson,LB,36.34,2,False,,Algorithmic scoring
00-0033886,T.J. Watt,LB,75.26,2,False,,Algorithmic scoring
00-0036927,Pete Werner,LB,39.63,2,False,,Algorithmic scoring
00-0035707,Devin White,LB,62.87,2,False,,Algorithmic scoring
00-0034375,Kyzir White,LB,43.92,2,False,,Algorithmic scoring
00-0029212,Tahir Whitehead,LB,41.33,2,False,,Algorithmic scoring
00-0038557,Dorian Williams,LB,22.72,2,False,,Algorithmic scoring
00-0035680,Quincy Williams,LB,49.99,2,False,,Algorithmic scoring
00-0033915,Tim Williams,LB,20.25,2,False,,Algorithmic scoring
00-0030434,Vince Williams,LB,42.77,2,False,,Algorithmic scoring
00-0031263,Avery Williamson,LB,43.28,2,False,,Algorithmic scoring
00-0032215,Damien Wilson,LB,40.36,2,False,,Algorithmic scoring
00-0036294,Logan Wilson,LB,43.59,2,False,,Algorithmic scoring
00-0035144,Mack Wilson,LB,39.26,2,False,,Algorithmic scoring
00-0031943,Ramik Wilson,LB,23.85,2,False,,Algorithmic scoring
00-0038625,Dee Winters,LB,12.87,2,False,,Algorithmic scoring
00-0036335,D.J. Wonnum,LB,40.23,2,False,,Algorithmic scoring
00-0028037,K.J. Wright,LB,58.07,2,False,,Algorithmic scoring
00-0035708,Oshane Ximines,LB,27.04,2,False,,Algorithmic scoring
00-0034266,Kenny Young,LB,32.37,2,False,,Algorithmic scoring
00-0035693,Johnathan Abram,DB,39.29,2,False,,Algorithmic scoring
00-0031186,Kenneth Acker,DB,32.23,2,False,,Algorithmic scoring
00-0035677,Nasir Adderley,DB,37.07,2,False,,Algorithmic scoring
00-0036937,Paulson Adebo,DB,43.43,2,False,,Algorithmic scoring
00-0034728,Jaire Alexander,DB,54.48,2,False,,Algorithmic scoring
00-0032389,Mackensie Alexander,DB,32.85,2,False,,Algorithmic scoring
00-0030528,Robert Alford,DB,47.05,2,False,,Algorithmic scoring
00-0033467,Brian Allen,DB,17.3,2,False,,Algorithmic scoring
00-0031181,Ricardo Allen,DB,29.89,2,False,,Algorithmic scoring
00-0035142,Ugo Amadi,DB,19.34,2,False,,Algorithmic scoring
00-0030420,David Amerson,DB,44.89,2,False,,Algorithmic scoring
00-0031584,Adrian Amos,DB,38.97,2,False,,Algorithmic scoring
00-0027957,Prince Amukamara,DB,53.25,2,False,,Algorithmic scoring
00-0034334,Troy Apke,DB,35.26,2,False,,Algorithmic scoring
00-0032379,Eli Apple,DB,49.07,2,False,,Algorithmic scoring
00-0038119,Jalyn Armour-Davis,DB,21.53,2,False,,Algorithmic scoring
00-0034792,Cornell Armstrong,DB,18.52,2,False,,Algorithmic scoring
00-0038646,Alex Austin,DB,12.36,2,False,,Algorithmic scoring
00-0035294,Blessuan Austin,DB,24.16,2,False,,Algorithmic scoring
00-0034265,Anthony Averett,DB,29.39,2,False,,Algorithmic scoring
00-0033548,Chidobe Awuzie,DB,42.04,2,False,,Algorithmic scoring
00-0033890,Budda Baker,DB,60.31,2,False,,Algorithmic scoring
00-0035684,Deandre Baker,DB,18.08,2,False,,Algorithmic scoring
00-0035633,Corey Ballentine,DB,24.11,2,False,,Algorithmic scoring
00-0039000,Deonte Banks,DB,42.21,2,False,,Algorithmic scoring
00-0030469,Johnthan Banks,DB,29.62,2,False,,Algorithmic scoring
00-0034675,Jessie Bates,DB,56.51,2,False,,Algorithmic scoring
00-0038560,Jordan Battle,DB,25.47,2,False,,Algorithmic scoring
00-0032939,Vonn Bell,DB,41.6,2,False,,Algorithmic scoring
00-0038123,Dane Belton,DB,33.75,2,False,,Algorithmic scoring
00-0037288,Christian Benford,DB,37.33,2,False,,Algorithmic scoring
00-0039072,Jakorian Bennett,DB,27.64,2,False,,Algorithmic scoring
00-0031262,Bene' Benwikere,DB,24.74,2,False,,Algorithmic scoring
00-0027858,Eric Berry,DB,75.94,2,False,,Algorithmic scoring
00-0024421,Antoine Bethea,DB,59.65,2,False,,Algorithmic scoring
00-0036253,Julian Blackmon,DB,44.42,2,False,,Algorithmic scoring
00-0035139,Marquise Blair,DB,19.35,2,False,,Algorithmic scoring
00-0037275,DaRon Bland,DB,62.27,2,False,,Algorithmic scoring
00-0029575,Robert Blanton,DB,18.33,2,False,,Algorithmic scoring
00-0038130,Andrew Booth,DB,22.03,2,False,,Algorithmic scoring
00-0031261,Tre Boston,DB,38.65,2,False,,Algorithmic scoring
00-0035150,Kris Boyd,DB,18.74,2,False,,Algorithmic scoring
00-0029416,Brandon Boykin,DB,34.41,2,False,,Algorithmic scoring
00-0032890,James Bradberry,DB,55.84,2,False,,Algorithmic scoring
00-0039141,Brian Branch,DB,37.85,2,False,,Algorithmic scoring
00-0031052,Bashaud Breeland,DB,34.61,2,False,,Algorithmic scoring
00-0038135,Jaquan Brisker,DB,32.0,2,False,,Algorithmic scoring
00-0031338,Terrence Brooks,DB,33.99,2,False,,Algorithmic scoring
00-0033047,Anthony Brown,DB,43.18,2,False,,Algorithmic scoring
00-0038554,Ji'Ayir Brown,DB,17.33,2,False,,Algorithmic scoring
00-0037313,Montaric Brown,DB,17.65,2,False,,Algorithmic scoring
00-0039002,Sydney Brown,DB,27.21,2,False,,Algorithmic scoring
00-0036885,Tre Brown,DB,25.49,2,False,,Algorithmic scoring
00-0038136,Coby Bryant,DB,27.69,2,False,,Algorithmic scoring
00-0036421,Terrell Burgess,DB,16.0,2,False,,Algorithmic scoring
00-0027676,Morgan Burnett,DB,46.43,2,False,,Algorithmic scoring
00-0033103,Artie Burns,DB,31.03,2,False,,Algorithmic scoring
00-0032403,Juston Burris,DB,31.81,2,False,,Algorithmic scoring
00-0032774,Deon Bush,DB,19.66,2,False,,Algorithmic scoring
00-0038100,Percy Butler,DB,23.05,2,False,,Algorithmic scoring
00-0036629,Camryn Bynum,DB,30.59,2,False,,Algorithmic scoring
00-0032198,Ibraheim Campbell,DB,18.99,2,False,,Algorithmic scoring
00-0036974,Tyson Campbell,DB,42.05,2,False,,Algorithmic scoring
00-0032438,Maurice Canady,DB,23.57,2,False,,Algorithmic scoring
00-0027124,Don Carey,DB,28.61,2,False,,Algorithmic scoring
00-0026280,Brandon Carr,DB,51.39,2,False,,Algorithmic scoring
00-0036501,Michael Carter II,DB,25.65,2,False,,Algorithmic scoring
00-0027733,Kam Chancellor,DB,48.1,2,False,,Algorithmic scoring
00-0032786,Marqui Christian,DB,19.74,2,False,,Algorithmic scoring
00-0027010,Patrick Chung,DB,43.31,2,False,,Algorithmic scoring
00-0036941,Andre Cisco,DB,42.72,2,False,,Algorithmic scoring
00-0029676,Morris Claiborne,DB,35.36,2,False,,Algorithmic scoring
00-0033294,Chuck Clark,DB,31.15,2,False,,Algorithmic scoring
00-0038984,Kei'Trel Clark,DB,20.81,2,False,,Algorithmic scoring
00-0036316,Chris Claybrooks,DB,16.82,2,False,,Algorithmic scoring
00-0031333,Ha Ha Clinton-Dix,DB,49.73,2,False,,Algorithmic scoring
00-0031016,Ross Cockrell,DB,31.78,2,False,,Algorithmic scoring
00-0033302,Adrian Colbert,DB,26.15,2,False,,Algorithmic scoring
00-0027835,Kurt Coleman,DB,48.66,2,False,,Algorithmic scoring
00-0031552,Jalen Collins,DB,27.27,2,False,,Algorithmic scoring
00-0031259,Aaron Colvin,DB,21.42,2,False,,Algorithmic scoring
00-0033882,Gareon Conley,DB,33.64,2,False,,Algorithmic scoring
00-0038982,Chamarri Conner,DB,28.1,2,False,,Algorithmic scoring
00-0028031,Chris Conte,DB,44.45,2,False,,Algorithmic scoring
00-0037193,Bryan Cook,DB,36.4,2,False,,Algorithmic scoring
00-0032767,Su'a Cravens,DB,17.39,2,False,,Algorithmic scoring
00-0035293,Xavier Crawford,DB,13.89,2,False,,Algorithmic scoring
00-0037616,Nick Cross,DB,40.4,2,False,,Algorithmic scoring
00-0036349,Kam Curl,DB,28.6,2,False,,Algorithmic scoring
00-0030538,Johnathan Cyprien,DB,32.53,2,False,,Algorithmic scoring
00-0036330,Cameron Dantzler,DB,23.42,2,False,,Algorithmic scoring
00-0032195,Ronald Darby,DB,49.71,2,False,,Algorithmic scoring
00-0034778,Carlton Davis III,DB,40.18,2,False,,Algorithmic scoring
00-0033053,Sean Davis,DB,40.67,2,False,,Algorithmic scoring
00-0027001,Vontae Davis,DB,60.18,2,False,,Algorithmic scoring
00-0034744,Duke Dawson,DB,18.87,2,False,,Algorithmic scoring
00-0035699,Jamel Dean,DB,52.6,2,False,,Algorithmic scoring
00-0036282,Grant Delpit,DB,46.61,2,False,,Algorithmic scoring
00-0031380,Darqueze Dennard,DB,32.03,2,False,,Algorithmic scoring
00-0031331,Pierre Desir,DB,32.98,2,False,,Algorithmic scoring
00-0031608,Quandre Diggs,DB,46.15,2,False,,Algorithmic scoring
00-0036361,Trevon Diggs,DB,68.33,2,False,,Algorithmic scoring
00-0032136,Lorenzo Doss,DB,9.17,2,False,,Algorithmic scoring
00-0033551,Rasul Douglas,DB,40.21,2,False,,Algorithmic scoring
00-0036231,Kyle Dugger,DB,47.34,2,False,,Algorithmic scoring
00-0034858,Terrell Edmunds,DB,47.15,2,False,,Algorithmic scoring
00-0035681,Mike Edwards,DB,30.11,2,False,,Algorithmic scoring
00-0037242,Kaiir Elam,DB,34.92,2,False,,Algorithmic scoring
00-0033289,Corn Elder,DB,10.64,2,False,,Algorithmic scoring
00-0034277,DeShon Elliott,DB,31.16,2,False,,Algorithmic scoring
00-0037250,Martin Emerson,DB,34.28,2,False,,Algorithmic scoring
00-0034993,Marcus Epps,DB,33.67,2,False,,Algorithmic scoring
00-0038101,Akayleb Evans,DB,27.84,2,False,,Algorithmic scoring
00-0033898,Justin Evans,DB,36.36,2,False,,Algorithmic scoring
00-0031267,Antone Exum,DB,15.64,2,False,,Algorithmic scoring
00-0036615,Caleb Farley,DB,25.6,2,False,,Algorithmic scoring
00-0035147,Rashad Fenton,DB,17.43,2,False,,Algorithmic scoring
00-0034789,Minkah Fitzpatrick,DB,69.93,2,False,,Algorithmic scoring
00-0037758,Cordale Flott,DB,30.51,2,False,,Algorithmic scoring
00-0034756,Tre Flowers,DB,37.33,2,False,,Algorithmic scoring
00-0039151,Emmanuel Forbes,DB,32.53,2,False,,Algorithmic scoring
00-0033792,Rudy Ford,DB,37.11,2,False,,Algorithmic scoring
00-0036638,Darrick Forrest,DB,33.37,2,False,,Algorithmic scoring
00-0033048,Kavon Frazier,DB,16.36,2,False,,Algorithmic scoring
00-0036431,Jordan Fuller,DB,31.02,2,False,,Algorithmic scoring
00-0033084,Kendall Fuller,DB,45.75,2,False,,Algorithmic scoring
00-0031041,Kyle Fuller,DB,66.08,2,False,,Algorithmic scoring
00-0036416,Kristian Fulton,DB,34.95,2,False,,Algorithmic scoring
00-0031394,E.J. Gaines,DB,33.11,2,False,,Algorithmic scoring
00-0031015,Phillip Gaines,DB,32.1,2,False,,Algorithmic scoring
00-0037190,Sauce Gardner,DB,60.79,2,False,,Algorithmic scoring
00-0035253,C.J. Gardner-Johnson,DB,42.51,2,False,,Algorithmic scoring
00-0034362,Rashaan Gaulden,DB,9.47,2,False,,Algorithmic scoring
00-0025557,William Gay,DB,44.01,2,False,,Algorithmic scoring
00-0031571,Clayton Geathers,DB,28.52,2,False,,Algorithmic scoring
00-0027988,Marcus Gilchrist,DB,47.27,2,False,,Algorithmic scoring
00-0036380,Alohi Gilman,DB,21.84,2,False,,Algorithmic scoring
00-0029542,Stephon Gilmore,DB,75.15,2,False,,Algorithmic scoring
00-0036324,Jeff Gladney,DB,19.78,2,False,,Algorithmic scoring
00-0039147,Christian Gonzalez,DB,40.7,2,False,,Algorithmic scoring
00-0031080,Demetri Goodson,DB,12.07,2,False,,Algorithmic scoring
00-0038111,Kyler Gordon,DB,32.51,2,False,,Algorithmic scoring
00-0036961,Richie Grant,DB,30.51,2,False,,Algorithmic scoring
00-0033059,T.J. Green,DB,30.2,2,False,,Algorithmic scoring
00-0033926,Shaquill Griffin,DB,56.74,2,False,,Algorithmic scoring
00-0027860,Joe Haden,DB,53.12,2,False,,Algorithmic scoring
00-0033568,Nate Hairston,DB,20.78,2,False,,Algorithmic scoring
00-0036241,Bryce Hall,DB,32.28,2,False,,Algorithmic scoring
00-0036956,Darren Hall,DB,21.13,2,False,,Algorithmic scoring
00-0032776,Deiondre' Hall,DB,27.45,2,False,,Algorithmic scoring
00-0025405,Leon Hall,DB,53.36,2,False,,Algorithmic scoring
00-0038038,Kyle Hamilton,DB,56.65,2,False,,Algorithmic scoring
00-0036888,Damar Hamlin,DB,19.69,2,False,,Algorithmic scoring
00-0036344,Harrison Hand,DB,17.34,2,False,,Algorithmic scoring
00-0032758,Vernon Hargreaves III,DB,36.61,2,False,,Algorithmic scoring
00-0030383,Duron Harmon,DB,49.28,2,False,,Algorithmic scoring
00-0034388,Davontae Harris,DB,16.63,2,False,,Algorithmic scoring
00-0034730,Marcell Harris,DB,27.31,2,False,,Algorithmic scoring
00-0035655,Will Harris,DB,40.08,2,False,,Algorithmic scoring
00-0034779,Ronnie Harrison,DB,41.23,2,False,,Algorithmic scoring
00-0036302,Jaylinn Hawkins,DB,33.87,2,False,,Algorithmic scoring
00-0038403,Tre Hawkins III,DB,26.56,2,False,,Algorithmic scoring
00-0030572,D.J. Hayden,DB,40.77,2,False,,Algorithmic scoring
00-0039051,Josh Hayes,DB,18.95,2,False,,Algorithmic scoring
00-0029261,Casey Hayward,DB,52.45,2,False,,Algorithmic scoring
00-0036281,C.J. Henderson,DB,40.96,2,False,,Algorithmic scoring
00-0037096,Elijah Hicks,DB,19.46,2,False,,Algorithmic scoring
00-0037743,Daxton Hill,DB,31.72,2,False,,Algorithmic scoring
00-0036871,Nate Hobbs,DB,35.73,2,False,,Algorithmic scoring
00-0036998,Jevon Holland,DB,39.44,2,False,,Algorithmic scoring
00-0034990,Ka'dar Hollman,DB,19.38,2,False,,Algorithmic scoring
00-0037095,Christian Holmes,DB,20.69,2,False,,Algorithmic scoring
00-0036394,Darnay Holmes,DB,28.7,2,False,,Algorithmic scoring
00-0033877,Malik Hooker,DB,50.87,2,False,,Algorithmic scoring
00-0036944,Jaycee Horn,DB,52.64,2,False,,Algorithmic scoring
00-0028069,Davon House,DB,35.7,2,False,,Algorithmic scoring
00-0033050,Xavien Howard,DB,60.51,2,False,,Algorithmic scoring
