player_id,full_name,position,legend_score,source_tier
00-0028091,Jeremy Kerley,WR,8.76,2
00-0020415,Andre King,WR,10.39,2
00-0034775,Christian Kirk,WR,18.77,2
00-0034317,Keith Kirkwood,WR,23.38,2
00-0026913,Johnny Knox,WR,41.74,2
00-0031787,Jake Kumerow,WR,24.24,2
00-0033908,Cooper Kupp,WR,56.22,2
00-0027681,Brandon LaFell,WR,18.24,2
00-0036358,CeeDee Lamb,WR,65.46,2
00-0031382,Jarvis Landry,WR,35.21,2
00-0033552,Brendan Langley,WR,23.39,2
00-0031344,Cody Latimer,WR,24.56,2
00-0034521,Allen Lazard,WR,17.15,2
00-0019505,Charles Lee,WR,15.79,2
00-0031431,Marqise Lee,WR,18.94,2
00-0021152,Ashley Lelie,WR,26.48,2
00-0021508,Greg Lewis,WR,17.85,2
00-0009869,Jermaine Lewis,WR,18.7,2
00-0019600,Michael L. Lewis,WR,15.31,2
00-0032659,Roger Lewis,WR,7.7,2
00-0032881,Tommylee Lewis,WR,15.15,2
00-0027997,Greg Little,WR,23.08,2
00-0022097,Brandon Lloyd,WR,33.4,2
00-0010007,Kevin Lockett,WR,24.8,2
00-0032211,Tyler Lockett,WR,60.23,2
00-0028442,Ricardo Lockette,WR,20.56,2
00-0026491,Stefan Logan,WR,15.28,2
00-0037238,Drake London,WR,33.95,2
00-0019242,Dane Looker,WR,18.43,2
00-0033079,Ricardo Louis,WR,22.81,2
00-0026995,Jeremy Maclin,WR,24.95,2
00-0026235,Mario Manningham,WR,9.41,2
00-0027816,Marc Mariani,WR,21.61,2
00-0031818,Bradley Marquez,WR,17.66,2
00-0024334,Brandon Marshall,WR,65.59,2
00-0036955,Terrace Marshall Jr.,WR,27.8,2
00-0029415,Keshawn Martin,WR,18.93,2
00-0022421,Ruvell Martin,WR,24.56,2
00-0010477,Tony Martin,WR,22.86,2
00-0010500,Derrick Mason,WR,21.79,2
00-0027026,Mohamed Massaquoi,WR,21.42,2
00-0010539,Terance Mathis,WR,19.8,2
00-0029580,Rishard Matthews,WR,12.85,2
00-0010599,Derrick Mayes,WR,25.78,2
00-0021094,Jason McAddley,WR,18.98,2
00-0010650,Ed McCaffrey,WR,30.4,2
00-0020464,Darnerien McCants,WR,26.96,2
00-0010668,Keenan McCardell,WR,21.24,2
00-0020381,Justin McCareins,WR,20.45,2
00-0034407,Ray-Ray McCloud,WR,9.1,2
00-0027651,Dexter McCluster,WR,37.27,2
00-0010786,Jeremy McDaniel,WR,19.88,2
00-0021981,Shaun McDonald,WR,18.07,2
00-0010824,O.J. McDuffie,WR,25.19,2
00-0010843,Wane McGarity,WR,20.08,2
00-0033466,Isaiah McKenzie,WR,13.95,2
00-0010974,James McKnight,WR,20.14,2
00-0035659,Terry McLaurin,WR,47.78,2
00-0022135,Billy McMullen,WR,20.37,2
00-0025414,Robert Meachem,WR,28.67,2
00-0031912,Cameron Meredith,WR,23.27,2
00-0035640,DK Metcalf,WR,55.4,2
00-0011151,Eric Metcalf,WR,25.6,2
00-0034960,Jakobi Meyers,WR,8.71,2
00-0011213,Glyn Milburn,WR,22.73,2
00-0034353,Anthony Miller,WR,24.52,2
00-0033069,Braxton Miller,WR,19.95,2
00-0035298,Scott Miller,WR,17.84,2
00-0036671,Dax Milne,WR,10.96,2
00-0036255,Denzel Mims,WR,28.36,2
00-0020497,Freddie Mitchell,WR,22.41,2
00-0031339,Donte Moncrief,WR,25.84,2
00-0019109,Scottie Montgomery,WR,9.5,2
00-0032200,Ty Montgomery,WR,17.22,2
00-0036309,Darnell Mooney,WR,17.78,2
00-0032398,Chris Moore,WR,16.39,2
00-0033589,David Moore,WR,22.13,2
00-0028086,Denarius Moore,WR,16.65,2
00-0034827,DJ Moore,WR,25.49,2
00-0036980,Elijah Moore,WR,21.91,2
00-0011568,Herman Moore,WR,34.0,2
00-0023310,Lance Moore,WR,9.99,2
00-0027356,Marlon Moore,WR,18.14,2
00-0036936,Rondale Moore,WR,23.79,2
00-0038090,Skyy Moore,WR,19.37,2
00-0026314,Josh Morgan,WR,20.72,2
00-0020427,Quincy Morgan,WR,24.74,2
00-0011727,Johnnie Morton,WR,26.95,2
00-0011754,Randy Moss,WR,82.26,2
00-0020494,Santana Moss,WR,49.31,2
00-0024259,Sinorice Moss,WR,22.64,2
00-0011770,Eric Moulds,WR,31.29,2
00-0011795,Muhsin Muhammad,WR,29.83,2
00-0027089,Louis Murphy,WR,26.5,2
00-0025559,Legedu Naanee,WR,23.51,2
00-0039075,Puka Nacua,WR,47.37,2
00-0027322,David Nelson,WR,25.14,2
00-0032112,J.J. Nelson,WR,18.37,2
00-0026176,Jordy Nelson,WR,44.38,2
00-0027005,Hakeem Nicks,WR,21.1,2
00-0019650,Dennis Northcutt,WR,20.78,2
00-0026739,Jordan Norwood,WR,7.19,2
00-0024463,Ben Obomanu,WR,17.94,2
00-0012321,Jeff Ogden,WR,18.14,2
00-0026780,Kevin Ogletree,WR,17.79,2
00-0037239,Chris Olave,WR,22.84,2
00-0035645,Gunner Olszewski,WR,18.14,2
00-0036345,K.J. Osborn,WR,15.27,2
00-0021570,Kassim Osgood,WR,11.72,2
00-0012478,Terrell Owens,WR,29.18,2
00-0028905,Chris Owusu,WR,21.18,2
00-0036988,Josh Palmer,WR,26.6,2
00-0039052,Trey Palmer,WR,23.11,2
00-0031547,DeVante Parker,WR,27.71,2
00-0020904,Eric Parker,WR,17.64,2
00-0027450,Preston Parker,WR,7.45,2
00-0022754,Samie Parker,WR,18.9,2
00-0023490,Roscoe Parrish,WR,22.25,2
00-0033251,Zach Pascal,WR,13.16,2
00-0012637,Jerome Pathon,WR,26.46,2
00-0033375,Tim Patrick,WR,24.81,2
00-0012642,David Patten,WR,16.55,2
00-0030450,Quinton Patton,WR,12.82,2
00-0036233,Donovan Peoples-Jones,WR,19.95,2
00-0032054,Breshad Perriman,WR,30.72,2
00-0028016,Austin Pettis,WR,17.5,2
00-0034860,Dante Pettis,WR,28.7,2
00-0012953,Carl Pickens,WR,30.01,2
00-0037247,George Pickens,WR,22.07,2
00-0037664,Alec Pierce,WR,28.52,2
00-0019606,Todd Pinkston,WR,26.04,2
00-0036252,Michael Pittman,WR,24.76,2
00-0013097,Keith Poole,WR,22.45,2
00-0020021,Nate Poole,WR,8.16,2
00-0019703,Jerry Porter,WR,25.41,2
00-0029673,DeVier Posey,WR,24.37,2
00-0034646,Brandon Powell,WR,15.51,2
00-0013232,Peerless Price,WR,24.33,2
00-0034297,Byron Pringle,WR,13.59,2
00-0036133,James Proche,WR,17.08,2
00-0013268,Ricky Proehl,WR,24.57,2
00-0028825,Terrelle Pryor,WR,34.95,2
00-0029640,Brian Quick,WR,23.52,2
00-0020425,Ken-Yon Rambo,WR,22.58,2
00-0029262,Rueben Randle,WR,16.71,2
00-0021190,Antwaan Randle El,WR,17.84,2
00-0034273,Damion Ratley,WR,24.21,2
00-0032464,Kalif Raymond,WR,15.42,2
00-0036387,Jalen Reagor,WR,22.46,2
00-0013499,Andre Reed,WR,25.9,2
00-0039146,Jayden Reed,WR,17.69,2
00-0021166,Josh Reed,WR,18.64,2
00-0013512,Jake Reed,WR,29.67,2
00-0034983,Hunter Renfrow,WR,30.52,2
00-0033943,Josh Reynolds,WR,18.51,2
00-0013639,Jerry Rice,WR,30.32,2
00-0039067,Rashee Rice,WR,21.22,2
00-0025431,Sidney Rice,WR,47.03,2
00-0031257,Paul Richardson,WR,22.74,2
00-0034837,Calvin Ridley,WR,21.34,2
00-0013770,Andre Rison,WR,26.53,2
00-0027691,Andre Roberts,WR,62.47,2
00-0031166,Seth Roberts,WR,21.1,2
00-0028116,Aldrick Robinson,WR,18.94,2
00-0031428,Allen Robinson,WR,41.62,2
00-0032775,Demarcus Robinson,WR,12.74,2
00-0020490,Koren Robinson,WR,20.93,2
00-0025462,Laurent Robinson,WR,26.54,2
00-0013888,Marcus Robinson,WR,28.02,2
00-0038117,Wan'Dale Robinson,WR,17.39,2
00-0027012,Brian Robiskie,WR,27.12,2
00-0023503,Courtney Roby,WR,20.89,2
00-0032355,Chester Rogers,WR,17.82,2
00-0031782,Eli Rogers,WR,16.42,2
00-0028249,Jeremy Ross,WR,19.85,2
00-0033460,John Ross,WR,26.8,2
00-0026182,Eddie Royal,WR,21.06,2
00-0036357,Henry Ruggs III,WR,28.82,2
00-0028050,Greg Salas,WR,18.11,2
00-0033282,Curtis Samuel,WR,24.88,2
00-0035719,Deebo Samuel Sr.,WR,63.67,2
00-0014319,Chris Sanders,WR,25.51,2
00-0027685,Emmanuel Sanders,WR,44.12,2
00-0014328,Frank Sanders,WR,29.07,2
00-0030550,Ace Sanders,WR,7.71,2
00-0029632,Mohamed Sanu,WR,15.82,2
00-0028352,Dane Sanzenbacher,WR,5.97,2
00-0026366,Chaz Schilens,WR,27.06,2
00-0014489,Bill Schroeder,WR,22.68,2
00-0036999,Anthony Schwartz,WR,21.41,2
00-0014544,Darnay Scott,WR,28.63,2
00-0037545,Rashid Shaheed,WR,17.64,2
00-0037261,Khalil Shakir,WR,16.06,2
00-0032778,Tajae Sharpe,WR,16.1,2
00-0014729,Bobby Shaw,WR,22.21,2
00-0036268,Laviska Shenault Jr.,WR,20.66,2
00-0030147,Russell Shepard,WR,18.48,2
00-0032385,Sterling Shepard,WR,19.64,2
00-0014790,Leslie Shepherd,WR,17.05,2
00-0034487,Trent Sherfield,WR,20.75,2
00-0027687,Jordan Shipley,WR,12.47,2
00-0028052,Cecil Shorts,WR,15.23,2
00-0014918,Tony Simmons,WR,27.89,2
00-0026186,Jerome Simpson,WR,24.59,2
00-0034104,Cam Sims,WR,25.42,2
00-0034928,Steven Sims,WR,16.01,2
00-0025466,Mike Sims-Walker,WR,26.28,2
00-0036862,Ben Skowronek,WR,25.82,2
00-0035535,Darius Slayton,WR,21.97,2
00-0015063,Torrance Small,WR,27.61,2
00-0024318,Brad Smith,WR,22.6,2
00-0036912,DeVonta Smith,WR,26.68,2
00-0027996,Torrey Smith,WR,24.08,2
00-0035510,Jeff Smith,WR,19.88,2
00-0015218,Jimmy Smith,WR,28.08,2
00-0015290,Rod Smith,WR,18.82,2
00-0036572,Shi Smith,WR,18.91,2
00-0025438,Steve Smith,WR,42.89,2
00-0020337,Steve Smith,WR,63.96,2
00-0034765,Tre'Quan Smith,WR,27.06,2
00-0034631,Vyncint Smith,WR,22.91,2
00-0038543,Jaxon Smith-Njigba,WR,47.36,2
00-0033857,JuJu Smith-Schuster,WR,39.2,2
00-0030663,Willie Snead,WR,5.06,2
00-0031319,Diontae Spencer,WR,15.26,2
00-0023968,Micheal Spurlock,WR,18.71,2
00-0036963,Amon-Ra St. Brown,WR,59.98,2
00-0034279,Equanimeous St. Brown,WR,22.99,2
00-0015507,Brian Stablein,WR,22.01,2
00-0021147,Donte' Stallworth,WR,31.01,2
00-0030085,Kenny Stills,WR,20.32,2
00-0015751,J.J. Stokes,WR,34.23,2
00-0015754,Brandon Stokley,WR,22.9,2
00-0024305,Maurice Stovall,WR,19.66,2
00-0029129,Rod Streater,WR,21.1,2
00-0031310,Devin Street,WR,17.17,2
00-0015811,Tai Streets,WR,26.17,2
00-0031560,Jaelen Strong,WR,25.78,2
00-0026953,Sammie Stroughter,WR,11.42,2
00-0025622,Chansi Stuckey,WR,10.18,2
00-0034348,Courtland Sutton,WR,45.21,2
00-0036247,Freddie Swain,WR,15.38,2
00-0015959,Kevin Swayne,WR,19.69,2
00-0015970,Justin Swift,WR,26.15,2
00-0015980,Reggie Swinton,WR,18.43,2
00-0033562,Ryan Switzer,WR,10.18,2
00-0034686,Auden Tate,WR,13.55,2
00-0027057,Brandon Tate,WR,19.07,2
00-0027891,Golden Tate,WR,41.51,2
00-0031697,Jordan Taylor,WR,24.81,2
00-0033911,Taywan Taylor,WR,15.95,2
00-0019721,Travis Taylor,WR,25.91,2
00-0033292,Trent Taylor,WR,5.18,2
00-0020513,David Terrell,WR,30.41,2
00-0030035,Adam Thielen,WR,21.1,2
00-0026577,Marcus Thigpen,WR,16.87,2
00-0016214,Yancey Thigpen,WR,25.5,2
00-0031060,De'Anthony Thomas,WR,14.88,2
00-0027874,Demaryius Thomas,WR,50.89,2
00-0026174,Devin Thomas,WR,25.36,2
00-0027076,Mike Thomas,WR,21.99,2
00-0032765,Michael Thomas,WR,63.25,2
00-0033114,Mike Thomas,WR,22.41,2
00-0030000,Kenbrell Thompkins,WR,8.25,2
00-0029388,Deonte Thompson,WR,19.18,2
00-0016373,Derrius Thompson,WR,22.75,2
00-0038104,Tyquan Thornton,WR,27.07,2
00-0016440,James Thrash,WR,19.18,2
00-0036913,Kadarius Toney,WR,25.67,2
00-0016550,Amani Toomer,WR,30.75,2
00-0032951,Laquon Treadwell,WR,21.29,2
00-0016654,Jason Tucker,WR,22.14,2
00-0034867,Malik Turner,WR,21.67,2
00-0037801,KaVontae Turpin,WR,15.13,2
00-0021927,David Tyree,WR,21.52,2
00-0027156,Tiquan Underwood,WR,21.9,2
00-0021647,Jerheme Urban,WR,23.27,2
00-0034272,Marquez Valdes-Scantling,WR,23.03,2
00-0036613,Jaylen Waddle,WR,25.84,2
00-0022144,Bobby Wade,WR,7.5,2
00-0021153,Javon Walker,WR,31.38,2
00-0026901,Mike Wallace,WR,46.79,2
00-0017110,Chris Walsh,WR,21.86,2
00-0021931,Kevin Walter,WR,25.52,2
00-0027595,Bryan Walters,WR,18.48,2
00-0019552,Troy Walters,WR,7.42,2
00-0017160,Dedric Ward,WR,21.24,2
00-0033733,Greg Ward,WR,17.33,2
00-0017162,Hines Ward,WR,24.11,2
00-0019455,Peter Warrick,WR,18.77,2
00-0022171,Kelley Washington,WR,28.07,2
00-0034676,James Washington,WR,15.73,2
00-0023367,Nate Washington,WR,19.18,2
00-0031325,Sammy Watkins,WR,25.19,2
00-0036271,Quez Watkins,WR,19.21,2
00-0038124,Christian Watson,WR,31.15,2
00-0034386,Justin Watson,WR,25.92,2
00-0022751,Darius Watts,WR,22.37,2
00-0020498,Reggie Wayne,WR,67.7,2
00-0024404,Jeff Webb,WR,24.91,2
00-0024535,Eric Weems,WR,16.53,2
00-0022427,Wes Welker,WR,15.91,2
00-0033839,Dede Westbrook,WR,21.87,2
00-0017470,Michael Westbrook,WR,33.78,2
00-0036182,Nick Westbrook-Ikhine,WR,22.31,2
00-0029033,Griff Whalen,WR,17.33,2
00-0030460,Markus Wheaton,WR,17.79,2
00-0019660,Dez White,WR,16.53,2
00-0023462,Roddy White,WR,67.45,2
00-0031757,Lucky Whitehead,WR,15.7,2
00-0017611,Alvis Whitted,WR,20.41,2
00-0022901,Ernest Wilford,WR,18.66,2
00-0017697,Terrence Wilkins,WR,16.05,2
00-0033933,Chad Williams,WR,26.48,2
00-0027893,Damian Williams,WR,18.6,2
00-0024326,Demetrius Williams,WR,18.57,2
00-0019491,James Williams,WR,8.17,2
00-0037240,Jameson Williams,WR,28.18,2
00-0017847,Karl Williams,WR,16.95,2
00-0027608,Kyle Williams,WR,14.31,2
00-0023452,Mike Williams,WR,25.24,2
00-0027702,Mike Williams,WR,17.07,2
00-0033536,Mike Williams,WR,30.62,2
00-0029848,Nick Williams,WR,16.23,2
00-0035350,Preston Williams,WR,25.56,2
00-0022889,Reggie Williams,WR,26.04,2
00-0022909,Roy Williams,WR,28.77,2
00-0023570,Roydell Williams,WR,21.25,2
00-0030542,Terrance Williams,WR,18.21,2
00-0032160,Tyrell Williams,WR,24.26,2
00-0023442,Troy Williamson,WR,31.17,2
00-0024756,Matt Willis,WR,18.14,2
00-0030669,Albert Wilson,WR,12.6,2
00-0020452,Cedrick Wilson,WR,13.52,2
00-0034418,Cedrick Wilson Jr.,WR,14.64,2
00-0037740,Garrett Wilson,WR,24.43,2
00-0030047,Marquess Wilson,WR,17.51,2
00-0018056,Robert Wilson,WR,16.79,2
00-0034426,Javon Wims,WR,15.04,2
00-0030431,Robert Woods,WR,16.95,2
00-0031291,James Wright,WR,22.31,2
00-0029572,Jarius Wright,WR,18.85,2
00-0029708,Kendall Wright,WR,19.3,2
00-0018382,Craig Yeast,WR,19.82,2
00-0027982,Titus Young,WR,21.46,2
00-0035208,Olamide Zaccheaus,WR,16.57,2
00-0034052,Brandon Zylstra,WR,22.47,2
00-0033929,Montravius Adams,DL,32.69,2
00-0039031,Adetomiwa Adebawore,DL,30.24,2
00-0036420,McTelvin Agim,DL,29.61,2
00-0031089,Beau Allen,DL,37.47,2
00-0033523,Jonathan Allen,DL,37.62,2
00-0035248,Zach Allen,DL,28.28,2
00-0032269,Henry Anderson,DL,42.5,2
00-0039108,Will Anderson Jr.,DL,43.75,2
00-0030059,Ezekiel Ansah,DL,47.26,2
00-0039006,Felix Anudike-Uzomah,DL,31.65,2
00-0032164,Arik Armstead,DL,38.33,2
00-0034373,Dorance Armstrong,DL,19.97,2
00-0027720,Geno Atkins,DL,52.39,2
00-0034682,Genard Avery,DL,19.58,2
00-0028024,Allen Bailey,DL,32.4,2
00-0034969,Ben Banogu,DL,24.53,2
00-0036981,Christian Barmore,DL,47.47,2
00-0033876,Derek Barnett,DL,28.47,2
00-0038603,Robert Beal Jr.,DL,28.97,2
00-0032240,Vic Beasley,DL,51.79,2
00-0032154,Michael Bennett,DL,18.5,2
00-0039110,Keeanu Benton,DL,34.82,2
00-0033066,Andrew Billings,DL,34.53,2
00-0036289,Ross Blacklock,DL,45.75,2
00-0032107,Angelo Blackson,DL,33.32,2
00-0032413,Ronald Blair,DL,21.29,2
00-0036649,Quinton Bohanna,DL,43.62,2
00-0033156,Joey Bosa,DL,47.42,2
00-0035717,Nick Bosa,DL,55.69,2
00-0029600,Andre Branch,DL,31.94,2
00-0033962,Caleb Brantley,DL,18.79,2
00-0038995,Bryan Bresee,DL,40.62,2
00-0029630,Michael Brockers,DL,38.79,2
00-0031403,Jay Bromley,DL,32.92,2
00-0038398,Karl Brooks,DL,30.86,2
00-0034394,Andrew Brown,DL,26.78,2
00-0036903,Bobby Brown III,DL,44.62,2
00-0036220,Derrick Brown,DL,54.46,2
00-0032261,Malcom Brown,DL,35.56,2
00-0034842,Taven Bryan,DL,36.76,2
00-0030553,Armonty Bryant,DL,26.01,2
00-0035531,Austin Bryant,DL,30.58,2
00-0032378,DeForest Buckner,DL,63.13,2
00-0035219,Isaiah Buggs,DL,26.38,2
00-0033093,Jonathan Bullard,DL,26.14,2
00-0032967,Vernon Butler,DL,39.21,2
00-0033122,Shilique Calhoun,DL,25.28,2
00-0026190,Calais Campbell,DL,57.94,2
00-0038386,Jalen Carter,DL,51.94,2
00-0037804,Zachary Carter,DL,28.74,2
00-0028015,Jurrell Casey,DL,36.64,2
00-0033541,Taco Charlton,DL,36.38,2
00-0033120,Kenny Clark,DL,46.82,2
00-0031304,Will Clarke,DL,34.18,2
00-0027958,Adrian Clayborn,DL,34.6,2
00-0038107,Micheal Clemons,DL,28.69,2
00-0035636,L.J. Collier,DL,31.01,2
00-0033131,Maliek Collins,DL,29.33,2
00-0035265,John Cominsky,DL,33.35,2
00-0032061,Xavier Cooper,DL,36.9,2
00-0031619,Christian Covington,DL,26.79,2
00-0035278,Byron Cowart,DL,23.82,2
00-0029653,Fletcher Cox,DL,66.07,2
00-0029627,Jack Crawford,DL,35.68,2
00-0029641,Tyrone Crawford,DL,35.6,2
00-0034973,Maxx Crosby,DL,43.93,2
00-0029412,Vinny Curry,DL,30.64,2
00-0029284,Mike Daniels,DL,40.88,2
00-0036378,Michael Danna,DL,20.12,2
00-0027941,Marcell Dareus,DL,59.0,2
00-0034344,Marcus Davenport,DL,43.08,2
00-0037260,DJ Davidson,DL,41.14,2
00-0036291,Marlon Davidson,DL,21.54,2
00-0031938,Carl Davis,DL,44.88,2
00-0037073,Jordan Davis,DL,57.54,2
00-0037832,Kalia Davis,DL,31.43,2
00-0036430,Khalil Davis,DL,35.75,2
00-0036213,Raekwon Davis,DL,44.33,2
00-0031947,Tyeler Davison,DL,28.0,2
00-0033010,Sheldon Day,DL,18.24,2
00-0039070,Gervon Dexter Sr.,DL,46.43,2
00-0035541,Michael Dogbe,DL,28.72,2
00-0031388,Aaron Donald,DL,54.88,2
00-0027662,Carlos Dunlap,DL,46.38,2
00-0031336,Kony Ealy,DL,26.64,2
00-0033945,Samson Ebukam,DL,22.36,2
00-0032265,Mario Edwards,DL,35.12,2
00-0036266,Jordan Elliott,DL,31.39,2
00-0031346,Justin Ellis,DL,28.99,2
00-0037083,Kingsley Enagbare,DL,25.26,2
00-0036192,A.J. Epenesa,DL,26.08,2
00-0038093,Neil Farrell,DL,36.03,2
00-0034275,Foley Fatukasi,DL,41.1,2
00-0031317,Terrence Fede,DL,27.26,2
00-0035692,Clelin Ferrell,DL,31.92,2
00-0033072,Leonard Floyd,DL,31.01,2
00-0031297,Dee Ford,DL,34.43,2
00-0039143,Isaiah Foskey,DL,36.03,2
00-0036371,Leki Fotu,DL,34.89,2
00-0032052,Dante Fowler Jr.,DL,25.94,2
00-0034805,John Franklin-Myers,DL,32.94,2
00-0035667,Greg Gaines,DL,28.03,2
00-0036366,Neville Gallimore,DL,30.47,2
00-0033868,Myles Garrett,DL,61.18,2
00-0036239,Jonathan Garvin,DL,19.72,2
00-0034967,Rashan Gary,DL,51.58,2
00-0030386,William Gholston,DL,31.93,2
00-0033786,Ryan Glasgow,DL,20.31,2
00-0033860,Davon Godchaux,DL,24.83,2
00-0031551,Eddie Goldman,DL,36.33,2
00-0033064,Adam Gotsis,DL,35.79,2
00-0027865,Brandon Graham,DL,39.61,2
00-0036948,Ta'Quon Graham,DL,35.64,2
00-0034831,Rasheem Green,DL,35.93,2
00-0031940,Geneo Grissom,DL,23.64,2
00-0036288,Yetur Gross-Matos,DL,30.35,2
00-0032131,Rodney Gunter,DL,42.67,2
00-0028171,Lawrence Guy,DL,35.37,2
00-0031281,Ra'Shede Hageman,DL,52.4,2
00-0034262,P.J. Hall,DL,34.14,2
00-0036262,DaVon Hamilton,DL,42.53,2
00-0034371,Da'Shawn Hand,DL,34.58,2
00-0030063,Johnathan Hankins,DL,37.26,2
00-0037843,Daniel Hardy,DL,18.29,2
00-0033109,Javon Hargrave,DL,40.29,2
00-0031270,Shelby Harris,DL,25.35,2
00-0038980,Zach Harrison,DL,33.12,2
00-0026243,William Hayes,DL,26.14,2
00-0033935,Trey Hendrickson,DL,51.38,2
00-0032409,Willie Henry,DL,26.11,2
00-0033976,Treyvon Hester,DL,29.01,2
00-0027969,Cameron Heyward,DL,61.33,2
00-0034800,B.J. Hill,DL,38.15,2
00-0035247,Trysten Hill,DL,34.17,2
00-0035642,Josh Hines-Allen,DL,48.08,2
00-0034264,Jalyn Holmes,DL,35.0,2
00-0027008,Ziggy Hood,DL,40.28,2
00-0039009,Dylan Horton,DL,24.81,2
00-0037310,James Houston,DL,16.39,2
00-0027881,Jerry Hughes,DL,25.86,2
00-0030449,Margus Hunt,DL,51.68,2
00-0031565,Danielle Hunter,DL,43.85,2
00-0034746,Maurice Hurst,DL,28.26,2
00-0037236,Aidan Hutchinson,DL,53.94,2
00-0037826,Drake Jackson,DL,33.99,2
00-0035281,Joe Jackson,DL,25.28,2
00-0029568,Malik Jackson,DL,41.96,2
00-0036921,Tarron Jackson,DL,17.93,2
00-0031583,Grady Jarrett,DL,32.68,2
00-0026502,Ricky Jean Francois,DL,21.04,2
00-0032416,Quinton Jefferson,DL,27.6,2
00-0027979,Jarvis Jenkins,DL,29.33,2
00-0030070,John Jenkins,DL,37.33,2
00-0032970,Jordan Jenkins,DL,19.07,2
00-0031170,Timmy Jernigan,DL,26.83,2
00-0032763,Austin Johnson,DL,34.83,2
00-0039061,Desjuan Johnson,DL,25.53,2
00-0037269,Eric Johnson,DL,41.88,2
00-0033940,Jaleel Johnson,DL,25.01,2
00-0027044,Michael Johnson,DL,44.42,2
00-0038635,Andre Jones Jr.,DL,28.92,2
00-0030106,Chris Jones,DL,19.46,2
00-0032762,Chris Jones,DL,64.15,2
00-0031054,DaQuan Jones,DL,33.0,2
00-0030576,Datone Jones,DL,38.57,2
00-0033297,D.J. Jones,DL,21.42,2
00-0034677,Justin Jones,DL,28.19,2
00-0033934,Nazair Jones,DL,34.68,2
00-0037756,Travis Jones,DL,45.43,2
00-0027962,Cameron Jordan,DL,56.74,2
00-0030555,Dion Jordan,DL,49.72,2
00-0027885,Linval Joseph,DL,53.75,2
00-0034810,Sebastian Joseph-Day,DL,38.07,2
00-0039063,Calijah Kancey,DL,32.71,2
00-0037192,George Karlaftis,DL,26.88,2
00-0034984,Kingsley Keke,DL,27.36,2
00-0027954,Ryan Kerrigan,DL,46.92,2
00-0032138,Darius Kilgo,DL,36.94,2
00-0030121,David King,DL,30.21,2
00-0036260,Javon Kinlaw,DL,52.19,2
00-0036989,Malcolm Koonce,DL,21.68,2
00-0033902,Tanoh Kpassagnon,DL,39.65,2
00-0026206,Kendall Langford,DL,39.08,2
00-0031411,DeMarcus Lawrence,DL,30.74,2
00-0035683,Dexter Lawrence,DL,57.15,2
00-0036373,Rashard Lawrence,DL,22.88,2
00-0033463,Carl Lawson,DL,27.39,2
00-0033096,Shaq Lawson,DL,32.4,2
00-0033582,Jeremiah Ledbetter,DL,28.99,2
00-0034359,Tyquan Lewis,DL,29.14,2
00-0027956,Corey Liuget,DL,31.57,2
00-0030507,Bennie Logan,DL,33.25,2
00-0026142,Chris Long,DL,34.25,2
00-0036568,Roy Lopez,DL,32.88,2
00-0030455,Star Lotulelei,DL,35.29,2
00-0036843,Isaiahh Loudermilk,DL,30.5,2
00-0032412,Dean Lowry,DL,41.36,2
00-0036337,James Lynch,DL,27.03,2
00-0036130,Nnamdi Madubuike,DL,46.64,2
00-0034163,Jacob Martin,DL,18.04,2
00-0038099,Phidarian Mathis,DL,44.57,2
00-0038614,Scott Matlock,DL,33.93,2
00-0028003,Terrell McClain,DL,31.15,2
00-0027856,Gerald McCoy,DL,52.78,2
00-0031193,Dan McCullers,DL,42.71,2
00-0026964,Clinton McDonald,DL,27.18,2
00-0039142,Will McDonald IV,DL,31.38,2
00-0030515,Stacy McGee,DL,36.19,2
00-0038574,Isaiah McGuire,DL,31.29,2
00-0034848,R.J. McIntosh,DL,32.88,2
00-0033540,Takk McKinley,DL,24.39,2
00-0036624,Alim McNeill,DL,36.29,2
00-0025472,Brandon Mebane,DL,25.47,2
00-0029643,Whitney Mercilus,DL,33.19,2
00-0027684,Earl Mitchell,DL,36.04,2
00-0027777,Arthur Moats,DL,15.96,2
00-0030069,Damontre Moore,DL,20.07,2
00-0031081,Zach Moore,DL,30.24,2
00-0033574,Avery Moss,DL,18.97,2
00-0033964,Al-Quadin Muhammad,DL,17.44,2
00-0036237,Larrell Murchison,DL,21.35,2
00-0038546,Myles Murphy,DL,36.68,2
00-0031300,Trent Murphy,DL,30.63,2
00-0033123,Yannick Ngakoue,DL,30.06,2
00-0024227,Haloti Ngata,DL,66.85,2
00-0034387,Bilal Nichols,DL,34.08,2
00-0032761,Robert Nkemdiche,DL,35.24,2
00-0034818,Derrick Nnadi,DL,26.99,2
00-0031957,Rakeem Nunez-Roches,DL,24.04,2
00-0033595,Pat O'Connor,DL,33.49,2
00-0033969,Ifeadi Odenigbo,DL,19.89,2
00-0036480,Dayo Odeyingbo,DL,40.36,2
00-0036942,Osa Odighizuwa,DL,29.54,2
00-0033073,Emmanuel Ogbah,DL,31.68,2
00-0037270,Otito Ogbonnia,DL,41.57,2
00-0033905,Larry Ogunjobi,DL,32.46,2
00-0038412,Moro Ojomo,DL,23.74,2
00-0030503,Alex Okafor,DL,23.69,2
00-0034807,Ogbo Okoronkwo,DL,19.18,2
00-0036249,Julian Okwara,DL,27.4,2
00-0035230,Ed Oliver,DL,34.12,2
00-0035279,Charles Omenihu,DL,33.47,2
00-0036954,Levi Onwuzurike,DL,36.69,2
